0.000000000000000000e+00,1.050133671773189235e+03,1.265525094878497384e+03,1.728112156056638014e+03,1.782527907154786135e+03,2.380283654362965081e+03,1.917288381033372389e+03,1.531734874756960608e+03,1.496902378769595089e+03,1.193431605497426744e+03,1.605638227701562528e+03,1.914175338863402203e+03,4.289958015570720704e+02
0.000000000000000000e+00,9.493529796600341797e-05,3.628672573301781767e+02,9.273657989522509979e+02,1.028401428548816057e+03,1.542485315626856391e+03,1.032120810890017310e+03,1.274536154532418777e+03,4.481743757961249344e+02,1.112869750708920719e+03,1.162757392426703973e+03,1.388863160235000805e+03,1.429917283251831577e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.653264662357288444e+02,1.262098117997323016e+03,1.692067155027179979e+03,1.188777343204693352e+03,1.618456604389961967e+03,4.503829711977695069e+02,1.474217622195310469e+03,1.482718395747964678e+03,1.676870028191431629e+03,1.587574463280658620e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.690995795222543393e+03,1.996244293114660195e+03,1.541442962544238071e+03,2.154432436873565166e+03,8.300461558018807864e+02,2.033868890474260979e+03,1.993402723201052595e+03,2.147402988875769552e+03,1.976692221524936713e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.016617072892720444e+02,2.846186317559203758e+02,7.492115117346668285e+02,8.633997830701378007e+02,9.241549202263195184e+02,4.923064938726222408e+02,4.817536955343490490e+02,2.211339624649698635e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.115589074723128533e+02,1.218868758759965885e+03,1.244860887752122835e+03,1.474614831453925490e+03,9.757320271622670589e+02,7.623625945625858549e+02,2.808472853136373033e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.032400285030462328e+03,7.484074655864014858e+02,1.183590135367860512e+03,7.764708978752510120e+02,7.366705013644124165e+02,2.341181605686993862e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.368078690222396745e+03,3.483986350039743343e+02,2.584632113720700772e+02,4.888701534940093438e+02,1.933585717842457598e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.317704434762136771e+03,1.181085482688831689e+03,1.317841801474003205e+03,1.877261954915451952e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.121579735592526958e+02,8.065150439497234629e+02,1.588457272357345801e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.105779318901261377e+02,2.024601485790587731e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.334454917628750991e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
